order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
345,2022/5/9,Panipuri,Fastfood,20,14,280,Online,Mrs.,Night
346,2023/1/31,Cold coffee,Beverages,40,12,480,Cash,Mr.,Morning
347,2022/6/24,Frankie,Fastfood,50,7,350,Cash,Mrs.,Afternoon
348,2022/9/19,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight
349,2022/8/17,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Evening
350,2022/9/21,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning
351,2022/7/8,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
352,2022/5/25,Frankie,Fastfood,50,11,550,Cash,Mrs.,Night
353,2022/5/18,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight
354,2023/1/16,Panipuri,Fastfood,20,14,280,Online,Mr.,Midnight
355,2023/3/15,Cold coffee,Beverages,40,4,160,Online,Mr.,Midnight
356,2022/5/26,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night
357,2022/9/21,Sandwich,Fastfood,60,9,540,Online,Mrs.,Afternoon
358,2022/10/27,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Night
359,2022/8/27,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Night
360,2022/10/6,Cold coffee,Beverages,40,2,80,Online,Mrs.,Midnight
361,2022/6/30,Sandwich,Fastfood,60,15,900,,Mrs.,Night
362,2022/12/30,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Morning
363,2022/5/9,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon
364,2022/10/11,Cold coffee,Beverages,40,2,80,Online,Mr.,Night
365,2022/7/8,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
366,2022/11/30,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Afternoon
367,2022/8/10,Panipuri,Fastfood,20,6,120,,Mr.,Afternoon
368,2022/8/31,Cold coffee,Beverages,40,2,80,Cash,Mr.,Night
369,2022/7/3,Sandwich,Fastfood,60,2,120,Online,Mrs.,Evening
370,2022/5/28,Panipuri,Fastfood,20,5,100,,Mrs.,Midnight
371,2022/10/18,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night
372,2022/11/19,Frankie,Fastfood,50,12,600,,Mr.,Morning
373,2022/5/8,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight
374,2022/7/24,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight
375,2022/11/17,Panipuri,Fastfood,20,13,260,Cash,Mr.,Evening
376,2022/12/4,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
377,2022/5/20,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening
378,2022/4/24,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight
379,2023/2/15,Cold coffee,Beverages,40,14,560,,Mr.,Afternoon
380,2022/10/20,Sandwich,Fastfood,60,5,300,Online,Mrs.,Afternoon
381,2023/2/26,Vadapav,Fastfood,20,1,20,Online,Mr.,Morning
382,2022/8/16,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Night
383,2022/5/6,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Morning
384,2022/10/22,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon
385,2022/4/25,Vadapav,Fastfood,20,5,100,Cash,Mr.,Morning
386,2022/11/23,Frankie,Fastfood,50,5,250,Online,Mr.,Midnight
387,2023/3/17,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight
388,2022/10/9,Sandwich,Fastfood,60,14,840,Cash,Mr.,Evening
389,2022/12/22,Sandwich,Fastfood,60,12,720,Cash,Mrs.,Evening
390,2022/6/18,Sugarcane juice,Beverages,25,5,125,,Mr.,Midnight
391,2022/4/21,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Night
392,2022/9/18,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night
393,2022/7/2,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Evening
394,2022/4/3,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Morning
395,2023/1/31,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Evening
396,2022/10/31,Frankie,Fastfood,50,15,750,Online,Mr.,Morning
397,2022/7/6,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Afternoon
398,2023/1/13,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening
399,2022/6/24,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening
400,2023/3/4,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning
401,2022/10/11,Sugarcane juice,Beverages,25,8,200,Online,Mrs.,Midnight
402,2023/3/19,Frankie,Fastfood,50,7,350,Cash,Mr.,Night
403,2022/9/25,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight
404,2022/11/26,Frankie,Fastfood,50,7,350,Cash,Mrs.,Midnight
405,2022/12/13,Sugarcane juice,Beverages,25,10,250,Cash,Mr.,Night
406,2022/10/13,Cold coffee,Beverages,40,4,160,Online,Mrs.,Afternoon
407,2023/1/2,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Evening
408,2022/10/5,Vadapav,Fastfood,20,4,80,Online,Mr.,Midnight
409,2022/9/15,Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Morning
410,2022/11/23,Aalopuri,Fastfood,20,15,300,Online,Mr.,Afternoon
411,2022/11/20,Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon
412,2023/3/9,Sugarcane juice,Beverages,25,14,350,,Mr.,Afternoon
413,2022/4/3,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight
414,2023/1/21,Cold coffee,Beverages,40,13,520,,Mr.,Night
415,2022/12/5,Vadapav,Fastfood,20,8,160,Online,Mr.,Evening
416,2022/8/5,Sandwich,Fastfood,60,9,540,,Mr.,Morning
417,2023/1/16,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening
418,2022/11/12,Cold coffee,Beverages,40,7,280,Online,Mr.,Night
419,2022/10/8,Sugarcane juice,Beverages,25,14,350,,Mrs.,Midnight
420,2023/1/30,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
421,2023/3/24,Cold coffee,Beverages,40,2,80,Online,Mr.,Midnight
422,2022/8/2,Cold coffee,Beverages,40,7,280,Online,Mr.,Evening
423,2022/10/21,Frankie,Fastfood,50,7,350,Cash,Mrs.,Night
424,2022/4/21,Sugarcane juice,Beverages,25,9,225,Online,Mrs.,Midnight
425,2022/8/17,Panipuri,Fastfood,20,14,280,Online,Mr.,Afternoon
426,2023/1/20,Frankie,Fastfood,50,14,700,Cash,Mr.,Midnight
427,2022/5/21,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
428,2022/12/24,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Afternoon
429,2022/9/19,Cold coffee,Beverages,40,3,120,Online,Mr.,Night
430,2022/11/5,Sandwich,Fastfood,60,4,240,Online,Mr.,Night
431,2023/3/16,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening
432,2023/3/27,Panipuri,Fastfood,20,6,120,Online,Mr.,Afternoon
433,2022/5/27,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening
434,2022/8/21,Aalopuri,Fastfood,20,12,240,Cash,Mr.,Morning
435,2022/5/8,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Afternoon
436,2023/1/5,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
437,2022/8/31,Cold coffee,Beverages,40,1,40,,Mr.,Morning
438,2022/6/20,Cold coffee,Beverages,40,5,200,Online,Mr.,Morning
439,2022/9/30,Frankie,Fastfood,50,13,650,Online,Mr.,Afternoon
440,2022/11/28,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Afternoon
441,2022/11/2,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Midnight
442,2022/8/22,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Night
443,2022/9/5,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Night
444,2022/9/28,Frankie,Fastfood,50,4,200,,Mr.,Evening
445,2022/10/22,Sandwich,Fastfood,60,14,840,Online,Mrs.,Morning
446,2022/8/31,Cold coffee,Beverages,40,9,360,Cash,Mr.,Night
447,2023/1/17,Frankie,Fastfood,50,6,300,Online,Mrs.,Afternoon
448,2022/7/27,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Evening
449,2022/9/9,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
450,2022/5/20,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Morning
451,2023/3/15,Sugarcane juice,Beverages,25,10,250,Cash,Mrs.,Midnight
452,2022/12/25,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
453,2022/10/20,Sandwich,Fastfood,60,1,60,Online,Mrs.,Midnight
454,2023/3/7,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening
455,2023/3/1,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight
456,2022/12/31,Cold coffee,Beverages,40,13,520,,Mrs.,Night
457,2022/10/16,Cold coffee,Beverages,40,11,440,Cash,Mr.,Evening
458,2022/9/12,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Midnight
459,2022/6/8,Vadapav,Fastfood,20,14,280,Cash,Mr.,Night
460,2022/11/20,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Morning
461,2022/7/22,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight
462,2022/4/24,Vadapav,Fastfood,20,3,60,Cash,Mr.,Morning
463,2022/6/11,Sandwich,Fastfood,60,6,360,Online,Mr.,Midnight
464,2022/10/18,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning
465,2023/1/15,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Evening
466,2023/1/11,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
467,2022/10/17,Aalopuri,Fastfood,20,11,220,Online,Mr.,Morning
468,2022/9/8,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
469,2022/5/15,Sandwich,Fastfood,60,7,420,Online,Mrs.,Morning
470,2022/9/29,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
471,2023/2/13,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon
472,2023/1/11,Panipuri,Fastfood,20,10,200,,Mr.,Midnight
473,2022/9/4,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Evening
474,2022/8/28,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Night
475,2023/2/24,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
476,2023/2/2,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning
477,2023/2/13,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Midnight
478,2022/12/27,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon
479,2023/2/13,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Afternoon
480,2022/10/2,Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening
481,2022/10/29,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening
482,2023/1/31,Aalopuri,Fastfood,20,1,20,Online,Mr.,Afternoon
483,2022/4/27,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning
484,2023/3/21,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon
485,2023/2/26,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight
486,2023/2/14,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight
487,2022/5/27,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight
488,2022/9/21,Cold coffee,Beverages,40,10,400,Cash,Mr.,Midnight
489,2023/2/3,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
490,2022/12/26,Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning
491,2022/5/31,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight
492,2022/7/11,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
493,2022/10/2,Cold coffee,Beverages,40,2,80,Online,Mr.,Morning
494,2023/1/14,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night
495,2022/10/20,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight
496,2022/11/7,Cold coffee,Beverages,40,10,400,Online,Mrs.,Night
497,2023/1/25,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight
498,2022/6/16,Frankie,Fastfood,50,1,50,Cash,Mr.,Midnight
499,2022/7/27,Sandwich,Fastfood,60,8,480,Online,Mrs.,Evening
500,2022/4/8,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight
501,2022/8/9,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon
502,2023/1/4,Panipuri,Fastfood,20,13,260,Online,Mr.,Night
503,2022/11/4,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning
504,2022/12/9,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening
505,2023/2/12,Frankie,Fastfood,50,4,200,Cash,Mr.,Night
506,2022/12/26,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight
507,2022/12/14,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning
508,2022/12/10,Sandwich,Fastfood,60,1,60,Cash,Mr.,Night
509,2022/10/26,Vadapav,Fastfood,20,11,220,Online,Mr.,Evening
510,2022/4/4,Sandwich,Fastfood,60,14,840,Online,Mr.,Afternoon
511,2022/8/2,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Night
512,2023/1/11,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
513,2022/7/16,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night
514,2022/8/24,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening
515,2022/11/2,Sandwich,Fastfood,60,7,420,,Mrs.,Night
516,2022/9/22,Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight
517,2022/7/2,Panipuri,Fastfood,20,13,260,Online,Mr.,Evening
518,2022/12/9,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning
519,2022/11/25,Cold coffee,Beverages,40,10,400,Cash,Mr.,Morning
520,2022/4/3,Panipuri,Fastfood,20,11,220,Online,Mrs.,Night
521,2023/1/27,Panipuri,Fastfood,20,14,280,Online,Mr.,Morning
522,2022/12/29,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight
523,2022/11/3,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon
524,2022/5/1,Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon
525,2022/5/4,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight
526,2022/7/4,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Evening
527,2023/1/6,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon
528,2022/7/1,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight
529,2022/5/15,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon
530,2022/7/27,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night
531,2022/10/4,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night
532,2023/3/27,Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight
533,2023/2/5,Frankie,Fastfood,50,2,100,,Mrs.,Night
534,2022/5/16,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night
535,2022/9/5,Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight
536,2023/3/1,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening
537,2023/1/25,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening
538,2022/6/5,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning
539,2022/9/7,Panipuri,Fastfood,20,3,60,Online,Mr.,Evening
540,2022/5/27,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon
541,2022/7/30,Panipuri,Fastfood,20,12,240,Cash,Mr.,Night
542,2022/8/4,Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening
543,2022/4/10,Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening
544,2022/12/14,Sandwich,Fastfood,60,15,900,Online,Mrs.,Morning
545,2023/1/1,Sandwich,Fastfood,60,13,780,Online,Mrs.,Midnight
546,2022/7/9,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
547,2022/5/14,Cold coffee,Beverages,40,10,400,Online,Mr.,Morning
548,2023/3/29,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon
549,2022/4/15,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon
550,2022/11/15,Cold coffee,Beverages,40,15,600,Online,Mr.,Afternoon
551,2022/7/30,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening
552,2022/9/12,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight
553,2022/11/11,Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening
554,2023/3/9,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Afternoon
555,2022/4/16,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Evening
556,2023/2/27,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night
557,2022/6/30,Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening
558,2022/10/1,Panipuri,Fastfood,20,5,100,Online,Mr.,Morning
559,2022/8/31,Cold coffee,Beverages,40,5,200,Online,Mrs.,Night
560,2022/12/10,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Evening
561,2022/6/13,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight
562,2022/8/9,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon
563,2022/10/13,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening
564,2022/9/27,Cold coffee,Beverages,40,2,80,,Mr.,Morning
565,2022/9/27,Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening
566,2022/7/19,Frankie,Fastfood,50,3,150,Cash,Mr.,Evening
567,2022/10/16,Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon
568,2022/12/29,Panipuri,Fastfood,20,12,240,,Mrs.,Afternoon
569,2023/1/2,Cold coffee,Beverages,40,15,600,Online,Mrs.,Midnight
570,2022/9/15,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning
571,2022/11/28,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Evening
572,2022/4/2,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
573,2022/9/7,Frankie,Fastfood,50,2,100,Cash,Mr.,Afternoon
574,2022/10/22,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Night
575,2022/12/24,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight
576,2023/3/23,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon
577,2022/9/6,Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening
578,2022/6/30,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
579,2022/4/27,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening
580,2022/7/1,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
581,2022/4/23,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon
582,2022/5/12,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning
583,2022/5/31,Frankie,Fastfood,50,8,400,Cash,Mr.,Night
584,2022/12/4,Cold coffee,Beverages,40,15,600,Cash,Mr.,Morning
585,2023/3/5,Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning
586,2022/5/22,Sandwich,Fastfood,60,15,900,Online,Mr.,Night
587,2022/4/9,Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night
588,2022/6/16,Frankie,Fastfood,50,11,550,Cash,Mrs.,Morning
589,2022/8/25,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night
590,2023/3/27,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight
591,2022/10/1,Sandwich,Fastfood,60,13,780,Cash,Mrs.,Morning
592,2022/12/4,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
593,2023/2/16,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
594,2023/1/20,Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning
595,2023/2/22,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon
596,2022/4/26,Cold coffee,Beverages,40,1,40,Online,Mrs.,Night
597,2022/11/30,Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight
598,2022/8/2,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon
599,2022/10/3,Frankie,Fastfood,50,13,650,Cash,Mr.,Morning
600,2022/12/24,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning
601,2022/11/1,Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning
602,2022/8/27,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night
603,2022/8/31,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon
604,2022/9/8,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night
605,2022/4/4,Cold coffee,Beverages,40,15,600,,Mrs.,Afternoon
606,2022/4/9,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night
607,2022/12/15,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon
608,2023/2/28,Aalopuri,Fastfood,20,1,20,Online,Mr.,Midnight
609,2023/2/7,Aalopuri,Fastfood,20,14,280,,Mr.,Midnight
610,2022/5/8,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening
611,2022/6/25,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Morning
612,2023/2/6,Aalopuri,Fastfood,20,3,60,Online,Mr.,Midnight
613,2022/6/10,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night
614,2022/12/19,Vadapav,Fastfood,20,2,40,,Mr.,Morning
615,2022/8/14,Sandwich,Fastfood,60,14,840,,Mr.,Morning
616,2022/7/15,Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight
617,2022/6/28,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night
618,2022/4/8,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
619,2022/9/9,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Morning
620,2022/9/14,Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening
621,2023/2/13,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Evening
622,2022/12/14,Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon
623,2022/4/2,Cold coffee,Beverages,40,15,600,Cash,Mr.,Midnight
624,2023/3/8,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Morning
625,2022/6/17,Sandwich,Fastfood,60,15,900,Online,Mr.,Morning
626,2023/2/1,Cold coffee,Beverages,40,15,600,Cash,Mr.,Night
627,2022/6/22,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon
628,2022/5/2,Cold coffee,Beverages,40,10,400,,Mrs.,Night
629,2023/1/20,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening
630,2022/5/27,Frankie,Fastfood,50,7,350,,Mrs.,Morning
631,2022/7/1,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Evening
632,2022/10/28,Panipuri,Fastfood,20,9,180,Online,Mrs.,Night
633,2022/5/24,Cold coffee,Beverages,40,3,120,Online,Mr.,Evening
634,2022/7/26,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
635,2023/2/6,Vadapav,Fastfood,20,15,300,Online,Mrs.,Night
636,2022/4/26,Cold coffee,Beverages,40,12,480,,Mr.,Morning
637,2022/5/14,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
638,2022/8/20,Cold coffee,Beverages,40,11,440,Online,Mrs.,Afternoon
639,2023/1/26,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning
640,2023/1/4,Sandwich,Fastfood,60,15,900,Online,Mr.,Night
641,2023/2/9,Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon
642,2022/5/9,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning
643,2022/10/20,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon
644,2023/2/3,Panipuri,Fastfood,20,5,100,Online,Mrs.,Evening
645,2022/7/26,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
646,2022/8/30,Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon
647,2022/6/5,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon
648,2022/5/27,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night
649,2022/11/5,Frankie,Fastfood,50,9,450,Cash,Mr.,Midnight
650,2022/4/7,Sandwich,Fastfood,60,13,780,Online,Mrs.,Morning
651,2022/7/11,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight
652,2022/5/21,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon
653,2022/5/30,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight
654,2023/3/4,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning
655,2022/6/30,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning
656,2022/11/28,Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight
657,2023/1/10,Cold coffee,Beverages,40,7,280,,Mr.,Midnight
658,2022/10/10,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon
659,2023/1/21,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon
660,2022/7/25,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night
661,2022/10/11,Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight
662,2023/2/15,Panipuri,Fastfood,20,3,60,Online,Mrs.,Afternoon
663,2023/2/5,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
664,2022/10/31,Frankie,Fastfood,50,10,500,Online,Mrs.,Morning
665,2022/5/6,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening
666,2023/1/25,Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening
667,2022/9/28,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
668,2022/5/11,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning
669,2023/3/18,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening
670,2022/7/5,Panipuri,Fastfood,20,15,300,Cash,Mr.,Night
671,2022/10/9,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon
672,2022/11/24,Cold coffee,Beverages,40,3,120,,Mrs.,Evening
673,2022/9/17,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
674,2022/7/17,Sugarcane juice,Beverages,25,13,325,,Mr.,Morning
675,2022/4/17,Sandwich,Fastfood,60,12,720,Cash,Mr.,Night
676,2022/5/4,Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening
677,2022/5/19,Cold coffee,Beverages,40,3,120,Online,Mrs.,Morning
678,2022/5/23,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening
679,2022/11/2,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning
680,2022/4/20,Cold coffee,Beverages,40,4,160,Cash,Mr.,Night
681,2022/12/9,Frankie,Fastfood,50,9,450,Online,Mrs.,Night
682,2022/10/11,Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight
683,2022/8/12,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
684,2022/9/18,Vadapav,Fastfood,20,5,100,Cash,Mr.,Afternoon
685,2022/5/20,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon
686,2022/11/25,Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon
687,2022/12/18,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight
688,2022/5/14,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon
